,player_id,player_name,birthdate,height,main_position,national_team,foot
1242,258310,joel-taylor,1996-03-24,180 ,Left-Back,,left
1243,3881,glen-johnson,1984-08-23,182 ,Right-Back,England,both
1244,12124,glenn-whelan,1984-01-13,180 ,Defensive Midfield,Ireland,right
1245,15773,phil-bardsley,1985-06-28,180 ,Right-Back,Scotland,right
1246,430788,tom-edwards,1999-01-22,176 ,Right-Back,England U20,right
1247,130756,giannelli-imbula,1992-09-12,186 ,Defensive Midfield,DR Congo,left
1248,51452,joe-allen,1990-03-14,170 ,Central Midfield,Wales,right
1249,28990,charlie-adam,1985-12-10,185 ,Central Midfield,Scotland,left
1250,86792,xherdan-shaqiri,1991-10-10,169 ,Attacking Midfield,Switzerland,left
1251,34838,stephen-ireland,1986-08-22,173 ,Attacking Midfield,Ireland,right
1252,312017,ramadan-sobhi,1997-01-23,183 ,Left Winger,Egypt,right
1253,15760,ibrahim-afellay,1986-04-02,181 ,Attacking Midfield,Netherlands,right
1254,3306,jonathan-walters,1983-09-20,183 ,Right Winger,Ireland,right
1255,338673,thibaud-verlinden,1999-07-09,174 ,Right Winger,Belgium U19,right
1256,41384,marko-arnautovic,1989-04-19,192 ,Centre-Forward,Austria,both
1257,44675,bojan-krkic,1990-08-28,173 ,Second Striker,Spain,right
1258,128897,saido-berahino,1993-08-04,180 ,Centre-Forward,Burundi,right
1259,81808,wilfried-bony,1988-12-10,183 ,Centre-Forward,Ivory Coast,right
1260,81999,joselu,1990-03-27,192 ,Centre-Forward,Spain,right
1261,62049,mame-diouf,1987-12-16,185 ,Centre-Forward,Senegal,right
1262,4072,peter-crouch,1981-01-30,201 ,Centre-Forward,England,right
1263,286005,julien-ngoy,1997-11-02,185 ,Centre-Forward,Belgium U21,right
1264,47659,costel-pantilimon,1987-02-01,203 ,Goalkeeper,Romania,right
1265,19059,heurelho-gomes,1981-02-15,191 ,Goalkeeper,Brazil,right
1266,69001,giedrius-arlauskis,1987-12-01,191 ,Goalkeeper,Lithuania,left
1267,66518,rene-gilmartin,1987-05-31,197 ,Goalkeeper,Ireland U21, 
1268,60744,daryl-janmaat,1989-07-22,185 ,Centre-Back,Netherlands,right
1269,37337,mario-suarez,1987-02-24,189 ,Centre-Back,Spain,right
1270,37981,sebastian-prodl,1987-06-21,194 ,Centre-Back,Austria,right
1271,81512,christian-kabasele,1991-02-24,187 ,Centre-Back,Belgium,right
1272,59606,craig-cathcart,1989-02-06,189 ,Centre-Back,N. Ireland,right
1273,76799,miguel-britos,1985-07-17,189 ,Centre-Back,,left
1274,27114,younes-kaboul,1986-01-04,192 ,Centre-Back,France,right
1275,183161,tommie-hoban,1994-01-24,188 ,Centre-Back,Ireland U21,right
1276,38145,adrian-mariappa,1986-10-03,179 ,Centre-Back,Jamaica,right
1277,479944,charlie-rowan,1997-12-14,192 ,Centre-Back,,right
1278,41112,jose-cholevas,1984-06-27,184 ,Left-Back,Greece,left
1279,479942,brandon-mason,1997-09-30,173 ,Left-Back,,left
1280,111508,allan-nyom,1988-05-10,189 ,Right-Back,Cameroon,right
1281,100507,juan-carlos-paredes,1987-07-08,178 ,Right-Back,Ecuador,right
1282,37941,camilo-zuniga,1985-12-14,172 ,Right-Back,Colombia,right
1283,476532,andrew-eleftheriou,1997-11-08,172 ,Right-Back,,right
1284,21905,valon-behrami,1985-04-19,184 ,Defensive Midfield,Switzerland,right
1285,93690,brice-dja-djedje,1990-12-23,176 ,Defensive Midfield,Ivory Coast,right
1286,63494,etienne-capoue,1988-07-11,189 ,Defensive Midfield,France,right
1287,73484,tom-cleverley,1989-08-12,175 ,Central Midfield,England,right
1288,112302,roberto-pereyra,1991-01-07,182 ,Central Midfield,Argentina,both
1289,42735,sven-kums,1988-02-26,176 ,Central Midfield,Belgium,right
1290,127187,abdoulaye-doucoure,1993-01-01,183 ,Central Midfield,Mali,right
1291,479945,carl-stewart,1997-05-02,175 ,Central Midfield,,right
1292,74768,adlene-guedioura,1985-11-12,178 ,Central Midfield,Algeria,right
1293,14081,ben-watson,1985-07-09,178 ,Central Midfield,England U21,right
1294,107427,ikechi-anya,1988-01-03,166 ,Left Midfield,Scotland,both
1295,129554,steven-berghuis,1991-12-19,182 ,Attacking Midfield,Netherlands,left
1296,499604,dion-pereira,1999-03-25,180 ,Left Winger,,left
1297,281404,kenedy,1996-02-08,182 ,Left Winger,Brazil U23,left
1298,55619,nordin-amrabat,1987-03-31,179 ,Right Winger,Morocco,right
1299,157501,mbaye-niang,1994-12-19,188 ,Centre-Forward,Senegal,right
1300,65477,troy-deeney,1988-06-29,184 ,Centre-Forward,,right
1301,35249,stefano-okaka,1989-08-09,186 ,Centre-Forward,Italy,right
1302,62121,odion-ighalo,1989-06-16,181 ,Centre-Forward,Nigeria,right
1303,101500,matej-vydra,1992-05-01,180 ,Centre-Forward,Czechia,right
1304,295331,isaac-success,1996-01-07,182 ,Centre-Forward,Nigeria,right
1305,314959,obbi-oulare,1996-01-08,196 ,Centre-Forward,Belgium U21,right
1306,26456,mauro-zarate,1987-03-18,175 ,Centre-Forward,Argentina U20,right
1307,236513,jerome-sinclair,1996-09-20,181 ,Centre-Forward,England U17,right
1308,46477,mathias-ranegie,1984-06-14,196 ,Centre-Forward,Sweden,right
1309,479939,michael-folivi,1998-02-25,180 ,Centre-Forward,,right
1310,80702,mark-birighitti,1991-04-17,188 ,Goalkeeper,Australia,both
1311,29692,lukasz-fabianski,1985-04-18,190 ,Goalkeeper,Poland,right
1312,75890,kristoffer-nordfeldt,1989-06-23,190 ,Goalkeeper,Sweden,right
1313,488,gerhard-tremmel,1978-11-16,N/A,Goalkeeper,,N/A
1314,287431,alfie-mawson,1994-01-19,189 ,Centre-Back,England,right
1315,67421,kyle-bartley,1991-05-22,194 ,Centre-Back,England U17,right
1316,85289,jordi-amat,1992-03-21,185 ,Centre-Back,Indonesia,right
1317,85475,federico-fernandez,1989-02-21,190 ,Centre-Back,Argentina,right
1318,187105,mike-van-der-hoorn,1992-10-15,190 ,Centre-Back,Netherlands U21,right
1319,38073,martin-olsson,1988-05-17,178 ,Left-Back,Sweden,left
1320,67416,neil-taylor,1989-02-07,176 ,Left-Back,Wales,left
1321,184398,stephen-kingsley,1994-07-23,178 ,Left-Back,Scotland,left
1322,66413,franck-tabanou,1989-01-30,178 ,Left-Back,France U21,left
1323,66219,kyle-naughton,1988-11-17,181 ,Right-Back,England U21,right
1324,66550,angel-rangel,1982-11-28,188 ,Right-Back,,right
1325,214666,connor-roberts,1995-09-23,175 ,Right-Back,Wales,right
1326,81796,sung-yueng-ki,1989-01-24,189 ,Defensive Midfield,South Korea,right
1327,40613,jack-cork,1989-06-25,185 ,Defensive Midfield,England,right
1328,63342,leroy-fer,1990-01-05,188 ,Defensive Midfield,Netherlands,right
1329,121279,tom-carroll,1992-05-28,177 ,Central Midfield,England U21,left
1330,265471,matt-grimes,1995-07-15,178 ,Central Midfield,England U21,left
1331,40043,leon-britton,1982-09-16,167 ,Central Midfield,,right
1332,90466,gylfi-sigurdsson,1989-09-08,186 ,Attacking Midfield,Iceland,right
1333,171260,jay-fulton,1994-04-04,185 ,Central Midfield,Scotland U21,right
1334,72462,luciano-narsingh,1990-09-13,175 ,Attacking Midfield,Netherlands,right
1335,189070,modou-barrow,1992-10-13,176 ,Left Winger,The Gambia,left
1336,77932,jefferson-montero,1989-09-01,170 ,Left Winger,Ecuador,right
1337,14066,wayne-routledge,1985-01-07,170 ,Left Winger,England U21,right
1338,374889,kenji-gorre,1994-09-29,178 ,Left Winger,Curaçao,right
1339,37011,nathan-dyer,1987-11-29,165 ,Right Winger,,right
1340,319301,daniel-james,1997-11-10,171 ,Right Winger,Wales,right
1341,85324,borja-baston,1992-08-25,186 ,Centre-Forward,Spain U20,right
1342,108354,jordan-ayew,1991-09-11,182 ,Centre-Forward,Ghana,right
1343,37787,marvin-emnes,1988-05-27,180 ,Centre-Forward,Netherlands U21,both
1344,22388,bafetimbi-gomis,1985-08-06,184 ,Centre-Forward,France,right
1345,35564,fernando-llorente,1985-02-26,195 ,Centre-Forward,Spain,right
1346,298477,oliver-mcburnie,1996-06-04,188 ,Centre-Forward,Scotland,right
1347,457129,ben-hinchliffe,1997-09-25,,midfield,, 
1348,9500,david-marshall,1985-03-05,187 ,Goalkeeper,Scotland,right
1349,9422,allan-mcgregor,1982-01-31,183 ,Goalkeeper,Scotland,right
1350,31886,dusan-kuciak,1985-05-21,194 ,Goalkeeper,Slovakia,right
1351,2857,eldin-jakupovic,1984-10-02,191 ,Goalkeeper,Switzerland,right
1352,456111,will-mannion,1998-05-05,191 ,Goalkeeper,England U20,right
1353,177907,harry-maguire,1993-03-05,194 ,Centre-Back,England,right
1354,44327,andrea-ranocchia,1988-02-16,195 ,Centre-Back,Italy,right
1355,122011,markus-henriksen,1992-07-25,187 ,Centre-Back,Norway,right
1356,18227,curtis-davies,1985-03-15,188 ,Centre-Back,England,right
1357,9988,michael-dawson,1983-11-18,189 ,Centre-Back,England,right
1358,37957,alex-bruce,1984-09-28,180 ,Centre-Back,N. Ireland,right
1359,459873,harvey-rodgers,1996-10-20,189 ,Centre-Back,,right
1360,163738,moses-odubajo,1993-07-28,177 ,Right-Back,England U20,right
1361,234803,andrew-robertson,1994-03-11,178 ,Left-Back,Scotland,left
1362,419929,josh-tymon,1999-05-22,180 ,Left-Back,England U20,left
1363,121404,omar-elabdellaoui,1991-12-05,179 ,Right-Back,Norway,right
1364,241916,brian-lenihan,1994-06-08,187 ,Right-Back,Ireland U21,right
1365,66333,ahmed-elmohamady,1987-09-09,182 ,Right-Back,Egypt,right
1366,453306,josh-clackstone,1996-09-18,,Right-Back,,right
1367,13465,tom-huddlestone,1986-12-28,188 ,Defensive Midfield,England,right
1368,61832,jake-livermore,1989-11-14,180 ,Defensive Midfield,England,right
1369,77737,alfred-ndiaye,1990-03-06,189 ,Defensive Midfield,Senegal,right
1370,61834,ryan-mason,1991-06-13,175 ,Central Midfield,England,right
1371,122223,sam-clucas,1990-09-25,178 ,Central Midfield,,left
1372,251058,james-weir,1995-08-04,177 ,Central Midfield,England U19,right
1373,68183,david-meyler,1989-05-29,189 ,Central Midfield,Ireland,right
1374,509268,daniel-batty,1997-12-10,178 ,Central Midfield,,right
1375,9508,shaun-maloney,1983-01-24,171 ,Attacking Midfield,Scotland,right
1376,53359,evandro,1986-08-23,179 ,Attacking Midfield,Brazil U20,right
1377,144303,lazar-markovic,1994-03-02,175 ,Right Winger,Serbia,right
1378,37920,kamil-grosicki,1988-06-08,180 ,Left Winger,Poland,right
1379,257533,greg-olley,1996-02-02,177 ,Attacking Midfield,England C,right
1380,22614,robert-snodgrass,1987-09-07,182 ,Right Winger,Scotland,left
1381,314875,jarrod-bowen,1996-12-20,182 ,Right Winger,England,left
1382,76608,abel-hernandez,1990-08-08,185 ,Centre-Forward,Uruguay,left
1383,209781,oumar-niasse,1990-04-18,182 ,Centre-Forward,Senegal,right
1384,44624,dieumerci-mbokani,1985-11-22,185 ,Centre-Forward,DR Congo,right
1385,93145,adama-diomande,1990-02-14,183 ,Centre-Forward,Norway,right
1386,118535,will-keane,1993-01-11,188 ,Centre-Forward,Ireland,right
1387,356195,greg-luer,1994-12-06,180 ,Centre-Forward,, 
1388,318224,johan-ter-horst,1995-04-06,,Centre-Forward,, 
1389,130164,jordan-pickford,1994-03-07,185 ,Goalkeeper,England,left
1390,33781,vito-mannone,1988-03-02,189 ,Goalkeeper,Italy U21,right
1391,138285,mika,1991-03-08,195 ,Goalkeeper,Portugal U21,left
1392,240457,max-stryjek,1996-07-18,188 ,Goalkeeper,Poland U21,right
1393,57420,lamine-kone,1989-02-01,188 ,Centre-Back,Ivory Coast,right
1394,167268,paddy-mcnair,1995-04-27,183 ,Centre-Back,N. Ireland,right
1395,136610,papy-djilobodji,1988-12-01,193 ,Centre-Back,Senegal,left
1396,277114,jason-denayer,1995-06-28,184 ,Centre-Back,Belgium,right
1397,49734,jan-kirchhoff,1990-10-01,195 ,Centre-Back,Germany U21,right
1398,27114,younes-kaboul,1986-01-04,192 ,Centre-Back,France,right
1399,4241,joleon-lescott,1982-08-16,191 ,Centre-Back,England,left
1400,3540,john-oshea,1981-04-30,192 ,Centre-Back,Ireland,right
1401,52119,patrick-van-aanholt,1990-08-29,176 ,Left-Back,Netherlands,left
1402,320228,michael-ledger,1997-08-15,186 ,Centre-Back,,right
1403,257968,tommy-robson,1995-09-11,178 ,Left-Back,,left
1404,124983,bryan-oviedo,1990-02-18,172 ,Left-Back,Costa Rica,left
1405,162029,javier-manquillo,1994-05-05,178 ,Right-Back,Spain U21,right
1406,108878,adam-matthews,1992-01-13,178 ,Right-Back,Wales,right
1407,36866,billy-jones,1987-03-24,182 ,Right-Back,England U21,right
1408,179451,donald-love,1994-12-02,178 ,Right-Back,Scotland U21,right
1409,357958,josh-robson,1998-02-03,180 ,Right-Back,,right
1410,57079,jack-rodwell,1991-03-11,188 ,Defensive Midfield,England,right
1411,210081,didier-ndong,1994-06-17,179 ,Central Midfield,Gabon,right
1412,37363,lee-cattermole,1988-03-21,178 ,Defensive Midfield,England U21,right
1413,42413,darron-gibson,1987-10-25,183 ,Central Midfield,Ireland,right
1414,258199,ethan-robson,1996-10-25,178 ,Central Midfield,,left
1415,4321,steven-pienaar,1982-03-17,170 ,Left Midfield,South Africa,both
1416,31720,sebastian-larsson,1985-06-06,178 ,Central Midfield,Sweden,right
1417,218140,george-honeyman,1994-09-08,173 ,Attacking Midfield,,right
1418,320213,rees-greenwood,1996-12-10,176 ,Attacking Midfield,England U20,right
1419,364828,elliot-embleton,1999-04-02,173 ,Attacking Midfield,England U20,right
1420,38497,jeremain-lens,1987-11-24,178 ,Right Winger,Netherlands,right
1421,177847,adnan-januzaj,1995-02-05,186 ,Right Winger,Belgium,left
1422,96754,fabio-borini,1991-03-29,180 ,Left Winger,Italy,right
1423,248045,duncan-watmore,1994-03-08,175 ,Right Winger,England U21,right
1424,77329,will-buckley,1989-11-21,183 ,Right Winger,, 
1425,307781,lynden-gooch,1995-12-24,173 ,Right Winger,USA,right
1426,103565,wahbi-khazri,1991-02-08,176 ,Centre-Forward,Tunisia,right
1427,375391,joel-asoro,1999-04-27,175 ,Right Winger,Sweden,right
1428,3875,jermain-defoe,1982-10-07,171 ,Centre-Forward,England,right
1429,39532,victor-anichebe,1988-04-23,190 ,Centre-Forward,Nigeria,right
1430,453824,josh-maja,1998-12-27,181 ,Centre-Forward,Nigeria,right
1431,4233,adam-federici,1985-01-31,188 ,Goalkeeper,Australia,right
1432,15220,artur-boruc,1980-02-20,193 ,Goalkeeper,Poland,right
1433,111073,ryan-allsop,1992-06-17,189 ,Goalkeeper,,right
1434,427568,aaron-ramsdale,1998-05-14,190 ,Goalkeeper,England,right
1435,177476,nathan-ake,1995-02-18,180 ,Centre-Back,Netherlands,left
1436,399158,jordan-holmes,1997-05-08,188 ,Goalkeeper,Australia,right
1437,90836,steve-cook,1991-04-19,185 ,Centre-Back,,right
1438,253677,tyrone-mings,1993-03-13,196 ,Centre-Back,England,left
1439,293450,baily-cargill,1995-07-05,189 ,Centre-Back,England U21,left
1440,30456,marc-wilson,1987-08-17,188 ,Centre-Back,Ireland,both
1441,419930,jack-simpson,1996-12-18,190 ,Centre-Back,England U21,left
1442,435765,corey-jordan,1999-03-04,188 ,Centre-Back,,right
1443,61819,charlie-daniels,1986-09-07,178 ,Left-Back,,left
1444,398398,callum-buckley,1996-01-12,175 ,Left-Back,,left
1445,175745,brad-smith,1994-04-09,177 ,Left-Back,Australia,left
1446,42298,rhoys-wiggins,1987-11-04,173 ,Left-Back,Wales,left
1447,463694,ollie-harfield,1998-01-09,178 ,Left-Back,,left
1448,61841,adam-smith,1991-04-29,174 ,Right-Back,England U21,right
1449,13573,simon-francis,1985-02-16,191 ,Right-Back,,right
1450,416621,jordan-lee,1996-12-31,178 ,Right-Back,,right
1451,249089,lewis-cook,1997-02-03,175 ,Central Midfield,England,right
1452,74223,jack-wilshere,1992-01-01,172 ,Central Midfield,England,left
1453,44983,dan-gosling,1990-02-01,180 ,Central Midfield,England U21,right
1454,61583,eunan-okane,1990-07-10,168 ,Central Midfield,Ireland,right
1455,223047,emerson-hyndman,1996-04-09,170 ,Central Midfield,USA,right
1456,55742,harry-arter,1989-12-28,177 ,Central Midfield,Ireland,left
1457,493607,matt-worthington,1997-12-18,,Central Midfield,England C, 
1458,29975,andrew-surman,1986-08-20,178 ,Central Midfield,England U21,left
1459,463695,keelan-oconnell,1999-11-30,,Right Midfield,, 
1460,28140,max-gradel,1987-11-30,175 ,Left Winger,Ivory Coast,right
1461,146795,ryan-fraser,1994-02-24,163 ,Left Winger,Scotland,right
1462,87672,junior-stanislas,1989-11-26,183 ,Left Winger,England U21,right
1463,36939,marc-pugh,1987-04-02,180 ,Left Winger,,right
1464,195652,jordon-ibe,1995-12-08,176 ,Right Winger,England U21,right
1465,110858,benik-afobe,1993-02-12,183 ,Centre-Forward,DR Congo,right
1466,291422,lys-mousset,1996-02-08,186 ,Centre-Forward,France U21,right
1467,91059,joshua-king,1992-01-15,187 ,Centre-Forward,Norway,right
1468,35413,lewis-grabban,1988-01-12,183 ,Centre-Forward,Jamaica,right
1469,123682,callum-wilson,1992-02-27,180 ,Centre-Forward,England,right
1470,255703,harry-cornick,1995-04-09,180 ,Centre-Forward,, 
1471,398402,sam-surridge,1998-07-28,190 ,Centre-Forward,England U21,right
1472,7589,victor-valdes,1982-01-14,183 ,Goalkeeper,Spain,right
1473,39471,brad-guzan,1984-09-09,193 ,Goalkeeper,USA,left
1474,62947,tomas-mejias,1989-01-30,195 ,Goalkeeper,Spain U21,right
1475,163531,connor-ripley,1993-02-13,,Goalkeeper,England U20, 
1476,50552,dimitrios-konstantopoulos,1978-11-29,193 ,Goalkeeper,Greece,left
1477,215118,calum-chambers,1995-01-20,182 ,Centre-Back,England,right
1478,64598,bernardo-espinosa,1989-07-11,192 ,Centre-Back,Colombia,right
1479,128904,ben-gibson,1993-01-15,185 ,Centre-Back,England,left
1480,16660,alex-baptiste,1986-01-31,180 ,Centre-Back,,right
1481,78966,daniel-ayala,1990-11-07,190 ,Centre-Back,Spain U21,right
1482,167393,james-husband,1994-01-03,179 ,Left-Back,,left
1483,77544,george-friend,1987-10-19,188 ,Left-Back,,left
1484,314140,dael-fry,1997-08-30,190 ,Centre-Back,England U21,right
1485,32522,antonio-barragan,1987-06-12,186 ,Right-Back,Spain U21,right
1486,61891,fabio,1990-07-09,172 ,Right-Back,Brazil,right
1487,59558,emilio-nsue,1989-09-30,181 ,Right-Back,Equat. Guinea,right
1488,133179,marten-de-roon,1991-03-29,185 ,Defensive Midfield,Netherlands,right
1489,129592,julien-de-sart,1994-12-23,187 ,Defensive Midfield,Belgium U21,right
1490,121257,adam-forshaw,1991-10-08,175 ,Central Midfield,,right
1491,73067,adam-clayton,1989-01-14,175 ,Central Midfield,England U20,right
1492,257740,carlos-de-pena,1992-03-11,177 ,Central Midfield,,left
1493,13796,grant-leadbitter,1986-01-07,177 ,Central Midfield,England U21,right
1494,163530,adam-reach,1993-02-03,185 ,Left Midfield,England U20,left
1495,95755,viktor-fischer,1994-06-09,181 ,Left Winger,Denmark,right
1496,123742,gaston-ramirez,1990-12-02,183 ,Attacking Midfield,Uruguay,left
1497,74768,adlene-guedioura,1985-11-12,178 ,Central Midfield,Algeria,right
1498,4063,stewart-downing,1984-07-22,180 ,Left Winger,England,left
1499,39908,rudy-gestede,1988-10-10,193 ,Centre-Forward,Benin,right
1500,48950,jordan-rhodes,1990-02-05,185 ,Centre-Forward,Scotland,right
1501,83430,albert-adomah,1987-12-13,185 ,Right Winger,Ghana,right
1502,204103,adama-traore,1996-01-25,178 ,Right Winger,Spain,right
1503,18644,alvaro-negredo,1985-08-20,186 ,Centre-Forward,Spain,left
1504,59323,cristhian-stuani,1986-10-12,184 ,Centre-Forward,Uruguay,right
1505,183334,patrick-bamford,1993-09-05,185 ,Centre-Forward,England,left
1506,33963,david-nugent,1985-05-02,180 ,Centre-Forward,England,right
1507,3838,boaz-myhill,1982-11-09,191 ,Goalkeeper,Wales,right
1508,13572,ben-foster,1983-04-03,193 ,Goalkeeper,England,left
1509,186923,jack-rose,1995-01-31,190 ,Goalkeeper,England U17, 
1510,42412,jonny-evans,1988-01-03,188 ,Centre-Back,N. Ireland,both
1511,121477,craig-dawson,1990-05-06,188 ,Centre-Back,England U21,right
1512,245625,alex-palmer,1996-08-10,191 ,Goalkeeper,England U16,right
1513,30456,marc-wilson,1987-08-17,188 ,Centre-Back,Ireland,both
1514,25248,jonas-olsson,1983-03-10,193 ,Centre-Back,Sweden,left
1515,17804,sebastien-pocognoli,1987-08-01,181 ,Left-Back,Belgium,left
1516,40567,gareth-mcauley,1979-12-05,191 ,Centre-Back,N. Ireland,right
1517,208244,brendan-galloway,1996-03-17,186 ,Left-Back,Zimbabwe,left
1518,111508,allan-nyom,1988-05-10,189 ,Right-Back,Cameroon,right
1519,392774,kane-wilson,2000-03-11,178 ,Right-Back,England U18,right
1520,45330,claudio-yacob,1987-07-18,182 ,Defensive Midfield,Argentina,right
1521,61832,jake-livermore,1989-11-14,180 ,Defensive Midfield,England,right
1522,27614,james-morrison,1986-05-25,183 ,Central Midfield,Scotland,right
1523,387331,sam-field,1998-05-08,191 ,Defensive Midfield,England U21,left
1524,37171,craig-gardner,1986-11-25,176 ,Central Midfield,England U21,right
1525,36814,chris-brunt,1984-12-14,187 ,Central Midfield,N. Ireland,left
1526,456877,rekeem-harper,2000-03-08,183 ,Central Midfield,England U19,right
1527,85935,james-mcclean,1989-04-22,180 ,Left Midfield,Ireland,left
1528,3547,darren-fletcher,1984-02-01,184 ,Central Midfield,Scotland,right
1529,77274,matt-phillips,1991-03-13,183 ,Right Winger,Scotland,right
1530,61711,callum-mcmanaman,1991-04-25,174 ,Right Winger,England U21,right
1531,59631,nacer-chadli,1989-08-02,187 ,Left Winger,Belgium,right
1532,314266,jonathan-leko,1999-04-24,182 ,Right Winger,England U20,right
1533,80197,salomon-rondon,1989-09-16,186 ,Centre-Forward,Venezuela,right
1534,128897,saido-berahino,1993-08-04,180 ,Centre-Forward,Burundi,right
1535,65976,hal-robson-kanu,1989-05-21,183 ,Centre-Forward,Wales,left
1536,49655,rickie-lambert,1982-02-16,187 ,Centre-Forward,England,right
1537,192080,nick-pope,1992-04-19,198 ,Goalkeeper,England,right
1538,34130,tom-heaton,1986-04-15,188 ,Goalkeeper,England,right
1539,3630,paul-robinson,1979-10-15,193 ,Goalkeeper,England,right
1540,118534,michael-keane,1993-01-11,188 ,Centre-Back,England,right
1541,111114,kevin-long,1990-08-18,188 ,Centre-Back,Ireland,right
1542,74810,ben-mee,1989-09-21,180 ,Centre-Back,England U21,left
1543,173504,james-tarkowski,1992-11-19,185 ,Centre-Back,England,right
1544,128828,tom-anderson,1993-09-02,193 ,Centre-Back,,right
1545,85928,danny-lafferty,1989-05-18,182 ,Left-Back,N. Ireland,left
1546,34691,stephen-ward,1985-08-20,184 ,Left-Back,Ireland,left
1547,145922,jon-flanagan,1993-01-01,181 ,Right-Back,England,right
1548,102258,matthew-lowton,1989-06-09,180 ,Right-Back,,right
1549,158700,tendayi-darikwa,1991-12-13,188 ,Right-Back,Zimbabwe,right
1550,385920,brad-jackson,1996-10-20,175 ,Right-Back,,right
1551,91317,ashley-westwood,1990-04-01,174 ,Defensive Midfield,,right
1552,33866,steven-defour,1988-04-15,175 ,Defensive Midfield,Belgium,right
1553,385918,aiden-oneill,1998-07-04,178 ,Defensive Midfield,Australia,right
1554,55291,scott-arfield,1988-11-01,178 ,Central Midfield,Canada,right
1555,148262,jeff-hendrick,1992-01-31,185 ,Central Midfield,Ireland,right
1556,24634,david-jones,1984-11-04,183 ,Central Midfield,England U21,left
1557,4055,dean-marney,1984-01-31,183 ,Central Midfield,England U21,right
1558,3292,joey-barton,1982-09-02,180 ,Central Midfield,England,right
1559,158022,fredrik-ulvestad,1992-06-17,183 ,Central Midfield,Norway,right
1560,128229,robbie-brady,1992-01-14,176 ,Left Midfield,Ireland,left
1561,25366,michael-kightly,1986-01-24,173 ,Left Winger,England U21,right
1562,45623,george-boyd,1985-10-02,186 ,Left Winger,Scotland,left
1563,89231,johann-berg-gudmundsson,1990-10-27,186 ,Right Winger,Iceland,left
1564,120565,andre-gray,1991-06-26,178 ,Centre-Forward,Jamaica,right
1565,183334,patrick-bamford,1993-09-05,185 ,Centre-Forward,England,left
1566,16311,rouwen-hennings,1987-08-28,180 ,Centre-Forward,Germany U21,left
1567,63200,ashley-barnes,1989-10-30,185 ,Centre-Forward,Austria U20,right
1568,48078,sam-vokes,1989-10-21,186 ,Centre-Forward,Wales,right
1569,183298,chris-long,1995-02-25,179 ,Centre-Forward,England U20,right
1570,33507,lukas-jutkiewicz,1989-03-28,185 ,Centre-Forward,,left
1571,367195,dan-agyei,1997-06-01,183 ,Centre-Forward,,left
1572,385922,ntumba-massanka,1996-11-30,191 ,Centre-Forward,, 
1573,40204,joe-hart,1987-04-19,196 ,Goalkeeper,England,right
1574,238223,ederson,1993-08-17,188 ,Goalkeeper,Brazil,left
1575,201574,angus-gunn,1996-01-22,196 ,Goalkeeper,Scotland,right
1576,40423,claudio-bravo,1983-04-13,184 ,Goalkeeper,Chile,right
1577,186590,john-stones,1994-05-28,188 ,Centre-Back,England,right
1578,90681,eliaquim-mangala,1991-02-13,187 ,Centre-Back,France,left
1579,176553,aymeric-laporte,1994-05-27,189 ,Centre-Back,Spain,left
1580,54781,nicolas-otamendi,1988-02-12,183 ,Centre-Back,Argentina,right
1581,258878,tosin-adarabioyo,1997-09-24,196 ,Centre-Back,England U19,right
1582,9594,vincent-kompany,1986-04-10,190 ,Centre-Back,Belgium,right
1583,157495,benjamin-mendy,1994-07-17,185 ,Left-Back,France,left
1584,203853,oleksandr-zinchenko,1996-12-15,175 ,Left-Back,Ukraine,left
1585,95424,kyle-walker,1990-05-28,183 ,Right-Back,England,right
1586,145707,danilo,1991-07-15,184 ,Right-Back,Brazil,right
1587,380913,demeaco-duhaney,1998-10-13,180 ,Right-Back,England U20,right
1588,26267,fernandinho,1985-05-04,179 ,Defensive Midfield,Brazil,right
1589,53622,ilkay-gundogan,1990-10-24,180 ,Central Midfield,Germany,right
1590,13091,yaya-toure,1983-05-13,188 ,Central Midfield,Ivory Coast,right
1591,50362,fabian-delph,1989-11-21,174 ,Central Midfield,England,left
1592,346472,tom-dele-bashiru,1999-09-17,178 ,Central Midfield,Nigeria U23,right
1593,88755,kevin-de-bruyne,1991-06-28,181 ,Attacking Midfield,Belgium,right
1594,35518,david-silva,1986-01-08,170 ,Attacking Midfield,Spain,left
1595,241641,bernardo-silva,1994-08-10,173 ,Attacking Midfield,Portugal,left
1596,314678,brahim-diaz,1999-08-03,171 ,Attacking Midfield,Spain,both
1597,134425,raheem-sterling,1994-12-08,170 ,Left Winger,England,right
1598,406635,phil-foden,2000-05-28,171 ,Left Winger,England,left
1599,417346,jack-harrison,1996-11-20,175 ,Left Winger,England U21,left
1600,192565,leroy-sane,1996-01-11,183 ,Right Winger,Germany,left
1601,225452,patrick-roberts,1997-02-05,167 ,Right Winger,England U20,left
1602,363205,gabriel-jesus,1997-04-03,175 ,Centre-Forward,Brazil,right
1603,26399,sergio-aguero,1988-06-02,173 ,Centre-Forward,Argentina,right
1604,314288,lukas-nmecha,1998-12-14,185 ,Centre-Forward,Germany,right
1605,19948,willy-caballero,1981-09-28,186 ,Goalkeeper,Argentina,right
1606,108390,thibaut-courtois,1992-05-11,200 ,Goalkeeper,Belgium,left
1607,60220,matej-delac,1992-08-20,190 ,Goalkeeper,Croatia,right
1608,34159,eduardo,1982-09-19,188 ,Goalkeeper,Portugal,right
