Unnamed: 0,player_id,player_name,birthdate,height,main_position,national_team,foot
2623.0,131978.0,Ross Barkley,1993-12-05,189.0,Central Midfield,England,right
2624.0,472423.0,Reece James,1999-12-08,180.0,Right-Back,England,right
2625.0,102017.0,Jorginho,1991-12-20,178.0,Defensive Midfield,Italy,right
2626.0,202886.0,Ruben Loftus Cheek,1996-01-23,191.0,Central Midfield,England,right
2627.0,503981.0,Tino Livramento,2002-11-12,173.0,Right-Back,England U21,right
2628.0,488362.0,Conor Gallagher,2000-02-06,182.0,Central Midfield,England,right
2629.0,51471.0,Mateo Kovacic,1994-05-06,177.0,Central Midfield,Croatia,right
2630.0,423744.0,Billy Gilmour,2001-06-11,170.0,Central Midfield,Scotland,right
2631.0,587003.0,Lewis Bate,2002-10-28,170.0,Central Midfield,England U20,left
2632.0,346483.0,Mason Mount,1999-01-10,181.0,Attacking Midfield,England,right
2633.0,177862.0,Charly Musonda Jr ,1996-10-15,173.0,Left Winger,Belgium U21,right
2634.0,392768.0,Callum Hudson Odoi,2000-11-07,177.0,Left Winger,England,right
2635.0,245805.0,Izzy Brown,1997-01-07,182.0,Second Striker,England U21,right
2636.0,433181.0,Tino Anjorin,2001-11-23,186.0,Attacking Midfield,England U20,right
2637.0,309400.0,Kai Havertz,1999-06-11,193.0,Attacking Midfield,Germany,left
2638.0,217111.0,Hakim Ziyech,1993-03-19,181.0,Right Winger,Morocco,left
2639.0,170527.0,Timo Werner,1996-03-06,180.0,Centre-Forward,Germany,right
2640.0,331726.0,Tammy Abraham,1997-10-02,194.0,Centre-Forward,England,right
2641.0,179184.0,Michy Batshuayi,1993-10-02,185.0,Centre-Forward,Belgium,right
2642.0,258919.0,Dean Henderson,1997-03-12,188.0,Goalkeeper,England,right
2643.0,30690.0,Sergio Romero,1987-02-22,192.0,Goalkeeper,Argentina,right
2644.0,192611.0,Joel Pereira,1996-06-28,189.0,Goalkeeper,Portugal U21,right
2645.0,59377.0,David De Gea,1990-11-07,189.0,Goalkeeper,Spain,right
2646.0,82442.0,Olivier Giroud,1986-09-30,192.0,Centre-Forward,France,left
2647.0,495033.0,Nathan Bishop,1999-10-15,185.0,Goalkeeper,England U20,right
2648.0,13460.0,Lee Grant,1983-01-27,193.0,Goalkeeper,England U21,right
2649.0,177907.0,Harry Maguire,1993-03-05,194.0,Centre-Back,England,right
2650.0,184573.0,Victor Lindelof,1994-07-17,187.0,Centre-Back,Sweden,right
2651.0,117996.0,Phil Jones,1992-02-21,185.0,Centre-Back,England,right
2652.0,342046.0,Axel Tuanzebe,1997-11-14,185.0,Centre-Back,England U21,right
2653.0,286384.0,Eric Bailly,1994-04-12,187.0,Centre-Back,Ivory Coast,right
2654.0,548470.0,Teden Mengi,2002-04-30,186.0,Centre-Back,England U20,right
2655.0,640245.0,Will Fish,2003-02-17,,Centre-Back,England U19,right
2656.0,255755.0,Alex Telles,1992-12-15,181.0,Left-Back,Brazil,left
2657.0,507700.0,Brandon Williams,2000-09-03,180.0,Left-Back,England U21,right
2658.0,183288.0,Luke Shaw,1995-07-12,178.0,Left-Back,England,left
2659.0,315131.0,Timothy Fosu Mensah,1998-01-02,185.0,Right-Back,Netherlands,right
2660.0,477758.0,Aaron Wan Bissaka,1997-11-26,183.0,Right-Back,England U21,right
2661.0,357147.0,Diogo Dalot,1999-03-18,183.0,Right-Back,Portugal,right
2662.0,315969.0,Scott Mctominay,1996-12-08,191.0,Defensive Midfield,Scotland,right
2663.0,207929.0,Dele Alli,1996-04-11,188.0,Attacking Midfield,England,right
2664.0,392775.0,Ryan Sessegnon,2000-05-18,178.0,Left Midfield,England U21,left
2665.0,337800.0,Gedson Fernandes,1999-01-09,183.0,Central Midfield,Portugal,right
2666.0,581683.0,Nile John,2003-03-06,176.0,Central Midfield,England U19,right
2667.0,728734.0,Alfie Devine,2004-08-01,182.0,Attacking Midfield,England U20,right
2668.0,348795.0,Giovani Lo Celso,1996-04-09,177.0,Central Midfield,Argentina,left
2669.0,46001.0,Moussa Sissoko,1989-08-16,187.0,Central Midfield,France,right
2670.0,167799.0,Pierre Emile Hojbjerg,1995-08-05,185.0,Central Midfield,Denmark,right
2671.0,284165.0,Steven Bergwijn,1997-10-08,178.0,Left Winger,Netherlands,right
2672.0,91845.0,Heung Min Son,1992-07-08,184.0,Left Winger,South Korea,both
2673.0,77100.0,Lucas Moura,1992-08-13,172.0,Right Winger,Brazil,right
2674.0,559794.0,Jack Clarke,2000-11-23,181.0,Left Winger,England U20,right
2675.0,111630.0,Erik Lamela,1992-03-04,184.0,Right Winger,Argentina,left
2676.0,132098.0,Harry Kane,1993-07-28,188.0,Centre-Forward,England,right
2677.0,525287.0,Carlos Vinicius,1995-03-25,190.0,Centre-Forward,,left
2678.0,72476.0,Bernd Leno,1992-03-04,190.0,Goalkeeper,Germany,right
2679.0,39381.0,Gareth Bale,1989-07-16,186.0,Right Winger,Wales,left
2680.0,530807.0,Dilan Markanday,2001-08-20,167.0,Right Winger,,left
2681.0,670883.0,Dane Scarlett,2004-03-24,180.0,Centre-Forward,England U20,right
2682.0,128969.0,Mathew Ryan,1992-04-08,184.0,Goalkeeper,Australia,right
2683.0,205657.0,Runar Alex Runarsson,1995-02-18,186.0,Goalkeeper,Iceland,right
2684.0,111873.0,Emiliano Martinez,1992-09-02,195.0,Goalkeeper,Argentina,right
2685.0,205757.0,Dejan Iliev,1995-02-25,195.0,Goalkeeper,North Macedonia,right
2686.0,493513.0,Karl Hein,2002-04-13,193.0,Goalkeeper,Estonia,right
2687.0,503765.0,James Hillson,2001-01-14,,Goalkeeper,, 
2688.0,503769.0,Arthur Okonkwo,2001-09-09,198.0,Goalkeeper,England U18,right
2689.0,220491.0,Matt Macey,1994-09-09,201.0,Goalkeeper,,right
2690.0,435338.0,Gabriel Magalhaes,1997-12-19,190.0,Centre-Back,Brazil,left
2691.0,215118.0,Calum Chambers,1995-01-20,182.0,Centre-Back,England,right
2692.0,210178.0,Pablo Mari,1993-08-31,193.0,Centre-Back,,left
2693.0,495666.0,William Saliba,2001-03-24,192.0,Centre-Back,France,right
2694.0,253341.0,Rob Holding,1995-09-20,189.0,Centre-Back,England U21,right
2695.0,88590.0,Shkodran Mustafi,1992-04-17,184.0,Centre-Back,Germany,right
2696.0,300716.0,Kieran Tierney,1997-06-05,180.0,Left-Back,Scotland,left
2697.0,46741.0,David Luiz,1987-04-22,189.0,Centre-Back,Brazil,right
2698.0,94005.0,Sead Kolasinac,1993-06-20,183.0,Left-Back,Bosnia,left
2699.0,112988.0,Cedric Soares,1991-08-31,171.0,Right-Back,Portugal,right
2700.0,586736.0,Joel Lopez,2002-03-31,180.0,Left-Back,Spain U17,left
2701.0,230784.0,Thomas Partey,1993-06-13,185.0,Defensive Midfield,Ghana,right
2702.0,191217.0,Hector Bellerin,1995-03-19,178.0,Right-Back,Spain,right
2703.0,319745.0,Dani Ceballos,1996-08-07,179.0,Central Midfield,Spain,right
2704.0,160438.0,Mohamed Elneny,1992-07-11,179.0,Defensive Midfield,Egypt,right
2705.0,547533.0,Miguel Azeez,2002-09-20,180.0,Central Midfield,England U20,right
2706.0,111455.0,Granit Xhaka,1992-09-27,186.0,Central Midfield,Switzerland,left
2707.0,340329.0,Joe Willock,1999-08-20,186.0,Central Midfield,England U21,right
2708.0,506965.0,James Olayinka,2000-10-05,175.0,Central Midfield,,right
2709.0,470597.0,Ben Cottrell,2001-10-31,166.0,Central Midfield,England U18,left
2710.0,316264.0,Martin Odegaard,1998-12-17,178.0,Attacking Midfield,Norway,left
2711.0,285845.0,Ainsley Maitland Niles,1997-08-29,180.0,Right Midfield,England,right
2712.0,392765.0,Emile Smith Rowe,2000-07-28,182.0,Attacking Midfield,England U21,right
2713.0,52769.0,Willian,1988-08-09,175.0,Left Winger,Brazil,right
2714.0,655488.0,Gabriel Martinelli,2001-06-18,178.0,Left Winger,Brazil,right
2715.0,433177.0,Bukayo Saka,2001-09-05,178.0,Right Winger,England,left
2716.0,93720.0,Alexandre Lacazette,1991-05-28,175.0,Centre-Forward,France,right
2717.0,340325.0,Reiss Nelson,1999-12-10,175.0,Right Winger,England U21,right
2718.0,343052.0,Nicolas Pepe,1995-05-29,183.0,Right Winger,Ivory Coast,left
2719.0,340324.0,Eddie Nketiah,1999-05-30,175.0,Centre-Forward,England U21,right
2720.0,503768.0,Tyreece John Jules,2001-02-14,183.0,Centre-Forward,England U21,right
2721.0,503770.0,Folarin Balogun,2001-07-03,178.0,Centre-Forward,England U21,right
2722.0,58864.0,Pierre Emerick Aubameyang,1989-06-18,186.0,Centre-Forward,Gabon,right
2723.0,130164.0,Jordan Pickford,1994-03-07,185.0,Goalkeeper,England,left
2724.0,75458.0,Robin Olsen,1990-01-08,196.0,Goalkeeper,Sweden,right
2725.0,48870.0,Jonas Lossl,1989-02-01,195.0,Goalkeeper,Denmark,right
2726.0,329813.0,Joao Virginia,1999-10-10,192.0,Goalkeeper,Portugal U21,right
2727.0,574448.0,Harry Tyrer,2001-12-06,194.0,Goalkeeper,,right
2728.0,343475.0,Ben Godfrey,1998-01-15,184.0,Centre-Back,England,right
2729.0,118534.0,Michael Keane,1993-01-11,188.0,Centre-Back,England,right
2730.0,220755.0,Matthew Pennington,1994-10-06,185.0,Centre-Back,England U19,right
2731.0,289446.0,Yerry Mina,1994-09-23,195.0,Centre-Back,Colombia,right
2732.0,605757.0,Zan Luk Leban,2002-12-15,188.0,Goalkeeper,Slovenia U21,right
2733.0,661053.0,Jarrad Branthwaite,2002-06-27,195.0,Centre-Back,England U21,left
2734.0,511552.0,Ryan Astley,2001-10-04,184.0,Centre-Back,Wales U21,right
2735.0,348623.0,Mason Holgate,1996-10-22,187.0,Centre-Back,England U21,right
2736.0,655986.0,Reece Welch,2003-09-19,,Centre-Back,England U20, 
2737.0,126664.0,Lucas Digne,1993-07-20,178.0,Left-Back,France,left
2738.0,591193.0,Niels Nkounkou,2000-11-01,180.0,Left-Back,France U21,left
2739.0,504507.0,Kyle John,2001-02-13,,Right-Back,,right
2740.0,746554.0,Thierry Small,2004-08-01,177.0,Left-Back,England U18,left
2741.0,93905.0,Muhamed Besic,1992-09-10,180.0,Defensive Midfield,Bosnia,right
2742.0,127187.0,Abdoulaye Doucoure,1993-01-01,183.0,Central Midfield,Mali,right
2743.0,182894.0,Jean Philippe Gbamin,1995-09-25,186.0,Defensive Midfield,Ivory Coast,right
2744.0,258883.0,Jonjoe Kenny,1997-03-15,176.0,Right-Back,England U21,right
2745.0,126422.0,Allan,1991-01-08,175.0,Defensive Midfield,Brazil,right
2746.0,68390.0,Seamus Coleman,1988-10-11,177.0,Right-Back,Ireland,right
2747.0,221025.0,Andre Gomes,1993-07-30,188.0,Central Midfield,Portugal,right
2748.0,314210.0,Tom Davies,1998-06-30,180.0,Central Midfield,England U21,right
2749.0,50362.0,Fabian Delph,1989-11-21,174.0,Central Midfield,England,left
2750.0,399369.0,Beni Baningime,1998-09-09,178.0,Central Midfield,,right
2751.0,612749.0,Isaac Price,2003-09-26,,Central Midfield,N. Ireland, 
2752.0,663225.0,Tyler Onyango,2003-03-04,190.0,Central Midfield,England U18,right
2753.0,88103.0,James Rodriguez,1991-07-12,181.0,Attacking Midfield,Colombia,left
2754.0,242631.0,Alex Iwobi,1996-05-03,183.0,Attacking Midfield,Nigeria,right
2755.0,175169.0,Bernard,1992-09-08,164.0,Left Winger,Brazil,right
2756.0,503733.0,Anthony Gordon,2001-02-24,182.0,Left Winger,England U21,right
2757.0,90466.0,Gylfi Sigurdsson,1989-09-08,186.0,Attacking Midfield,Iceland,right
2758.0,75471.0,Yannick Bolasie,1989-05-24,185.0,Left Winger,DR Congo,right
2759.0,378710.0,Richarlison,1997-05-10,184.0,Centre-Forward,Brazil,right
2760.0,306024.0,Dominic Calvert Lewin,1997-03-16,189.0,Centre-Forward,England,right
2761.0,33713.0,Theo Walcott,1989-03-16,175.0,Right Winger,England,both
2762.0,364135.0,Moise Kean,2000-02-28,183.0,Centre-Forward,Italy,right
2763.0,91059.0,Joshua King,1992-01-15,187.0,Centre-Forward,Norway,right
2764.0,45671.0,Cenk Tosun,1991-06-07,183.0,Centre-Forward,Turkey,right
2765.0,344009.0,Nathan Broadhead,1998-04-05,178.0,Centre-Forward,Wales,right
2766.0,511550.0,Ellis Simms,2001-01-05,191.0,Centre-Forward,England U18,right
2767.0,16911.0,Kasper Schmeichel,1986-11-05,189.0,Goalkeeper,Denmark,right
2768.0,203026.0,Danny Ward,1993-06-22,191.0,Goalkeeper,Wales,right
2769.0,698097.0,Hayden Lindley,2002-09-02,178.0,Defensive Midfield,,right
2770.0,645686.0,Lamare Bogarde,2004-01-05,185.0,Defensive Midfield,Netherlands U20,right
2771.0,814522.0,Taylor Jay Hart,2003-12-18,179.0,Defensive Midfield,,right
2772.0,44794.0,Henri Lansbury,1990-10-12,183.0,Central Midfield,England U21,right
2773.0,503749.0,Jacob Ramsey,2001-05-28,180.0,Central Midfield,England U21,right
2774.0,447661.0,Douglas Luiz,1998-05-09,177.0,Central Midfield,Brazil,right
2775.0,61653.0,Conor Hourihane,1991-02-02,181.0,Central Midfield,Ireland,left
2776.0,131978.0,Ross Barkley,1993-12-05,189.0,Central Midfield,England,right
2777.0,193116.0,John Mcginn,1994-10-18,178.0,Central Midfield,Scotland,left
2778.0,174094.0,Morgan Sanson,1994-08-18,180.0,Central Midfield,France U21,right
2779.0,659459.0,Carney Chukwuemeka,2003-10-20,187.0,Central Midfield,England U20,right
2780.0,486100.0,Jake Walker,2000-11-03,179.0,Central Midfield,,right
2781.0,575210.0,Harrison Sohna,2002-07-01,178.0,Central Midfield,England U16, 
2782.0,731738.0,Teddy Rowe,2003-10-17,,Central Midfield,,right
2783.0,698637.0,Arjan Raikhy,2002-10-20,,Central Midfield,, 
2784.0,203460.0,Jack Grealish,1995-09-10,180.0,Left Winger,England,right
2785.0,654177.0,Mamadou Sylla,2003-01-26,179.0,Central Midfield,, 
2786.0,234189.0,Mahmoud Trezeguet,1994-10-01,179.0,Left Winger,Egypt,right
2787.0,665390.0,Jaden Philogene,2002-02-08,181.0,Left Winger,England U20,right
2788.0,581670.0,Louie Barry,2003-06-21,174.0,Left Winger,England U18,right
2789.0,131996.0,Bertrand Traore,1995-09-06,181.0,Right Winger,Burkina Faso,left
2790.0,183720.0,Anwar El Ghazi,1995-05-03,189.0,Right Winger,Netherlands,right
2791.0,176591.0,Jota Peleteiro,1991-06-16,178.0,Right Winger,,left
2792.0,381362.0,Wesley Moraes,1996-11-24,191.0,Centre-Forward,Brazil,right
2793.0,182201.0,Ally Samatta,1992-12-23,183.0,Centre-Forward,Tanzania,right
2794.0,324358.0,Ollie Watkins,1995-12-30,180.0,Centre-Forward,England,right
2795.0,412660.0,Keinan Davis,1998-02-13,189.0,Centre-Forward,England U20,left
2796.0,530222.0,Michael Tait,2001-01-29,177.0,Centre-Forward,,right
2797.0,654173.0,Brad Young,2003-01-06,185.0,Centre-Forward,England U20, 
2798.0,431422.0,Nathan Trott,1998-11-21,188.0,Goalkeeper,England U20,left
2799.0,29692.0,Lukasz Fabianski,1985-04-18,190.0,Goalkeeper,Poland,right
2800.0,51321.0,Darren Randolph,1987-05-12,187.0,Goalkeeper,Ireland,right
2801.0,272622.0,Issa Diop,1997-01-09,194.0,Centre-Back,France U21,right
2802.0,37526.0,Winston Reid,1988-07-03,191.0,Centre-Back,New Zealand,right
2803.0,15930.0,David Martin,1986-01-22,188.0,Goalkeeper,England U19,right
2804.0,121477.0,Craig Dawson,1990-05-06,188.0,Centre-Back,England U21,right
2805.0,285548.0,Fabian Balbuena,1991-08-23,188.0,Centre-Back,Paraguay,right
2806.0,542690.0,Frederik Alves,1999-11-08,195.0,Centre-Back,Denmark U21,right
2807.0,48002.0,Angelo Ogbonna,1988-05-23,191.0,Centre-Back,Italy,left
2808.0,502065.0,Aji Alese,2001-01-17,192.0,Centre-Back,England U20,left
2809.0,610706.0,Jamal Baptiste,2003-11-11,,Centre-Back,England U19, 
2810.0,92571.0,Aaron Cresswell,1989-12-15,170.0,Left-Back,England,left
2811.0,181380.0,Arthur Masuaku,1993-11-07,179.0,Left-Back,DR Congo,left
2812.0,504386.0,Emmanuel Longelo,2000-12-27,,Left-Back,,left
2813.0,157672.0,Vladimir Coufal,1992-08-22,179.0,Right-Back,Czechia,right
2814.0,468002.0,Ben Johnson,2000-01-24,184.0,Right-Back,England U21,right
2815.0,140191.0,Ryan Fredericks,1992-10-10,181.0,Right-Back,England U19,right
2816.0,559130.0,Harrison Ashby,2001-11-14,179.0,Right-Back,Scotland U21,right
2817.0,242606.0,Josh Cullen,1996-04-07,175.0,Central Midfield,Ireland,right
2818.0,357662.0,Declan Rice,1999-01-14,188.0,Defensive Midfield,England,right
2819.0,74223.0,Jack Wilshere,1992-01-01,172.0,Central Midfield,England,left
2820.0,419025.0,Conor Coventry,2000-03-25,177.0,Defensive Midfield,Ireland U21,right
2821.0,283628.0,Tomas Soucek,1995-02-27,192.0,Defensive Midfield,Czechia,right
2822.0,314875.0,Jarrod Bowen,1996-12-20,182.0,Right Winger,England,left
2823.0,520651.0,Jensen Weir,2002-01-31,184.0,Central Midfield,England U20,right
2824.0,43530.0,Adam Lallana,1988-05-10,172.0,Attacking Midfield,England,both
2825.0,405686.0,Reda Khadra,2001-07-04,175.0,Attacking Midfield,Germany U21,right
2826.0,312239.0,Percy Tau,1994-05-13,175.0,Right Winger,South Africa,left
2827.0,147094.0,Jose Izquierdo,1992-07-07,171.0,Left Winger,Colombia,right
2828.0,144028.0,Leandro Trossard,1994-12-04,172.0,Left Winger,Belgium,right
2829.0,430824.0,Peter Gwargis,2000-09-04,181.0,Left Winger,Sweden U20,left
2830.0,213268.0,Alireza Jahanbakhsh,1993-08-11,181.0,Right Winger,Iran,right
2831.0,217115.0,Neal Maupay,1996-08-14,173.0,Centre-Forward,France U21,right
2832.0,209212.0,Solly March,1994-07-20,180.0,Right Winger,England U21,left
2833.0,434207.0,Aaron Connolly,2000-01-28,174.0,Centre-Forward,Ireland U21,right
2834.0,345468.0,Andi Zeqiri,1999-06-22,185.0,Centre-Forward,Switzerland,left
2835.0,67063.0,Danny Welbeck,1990-11-26,185.0,Centre-Forward,England,right
2836.0,325443.0,Viktor Gyokeres,1998-06-04,187.0,Centre-Forward,Sweden,right
2837.0,201574.0,Angus Gunn,1996-01-22,196.0,Goalkeeper,Scotland,right
2838.0,52570.0,Fraser Forster,1988-03-17,201.0,Goalkeeper,England,right
2839.0,341043.0,Harry Lewis,1997-12-20,191.0,Goalkeeper,England U18,right
2840.0,177065.0,Florin Andone,1993-04-11,181.0,Centre-Forward,Romania,right
2841.0,243028.0,Jan Bednarek,1996-04-12,189.0,Centre-Back,Poland,right
2842.0,95976.0,Alex Mccarthy,1989-12-03,193.0,Goalkeeper,England,right
2843.0,563963.0,Mohammed Salisu,1999-04-17,188.0,Centre-Back,Ghana,left
2844.0,99331.0,Jannik Vestergaard,1992-08-03,199.0,Centre-Back,Denmark,both
2845.0,163744.0,Jack Stephens,1994-01-27,185.0,Centre-Back,England U21,right
2846.0,465294.0,Allan Tchaptchet,2001-12-21,193.0,Centre-Back,France U16, 
2847.0,226968.0,Sam Mcqueen,1995-02-06,181.0,Left-Back,England U21,left
2848.0,421424.0,Jake Vokins,2000-03-17,180.0,Left-Back,England U19,left
2849.0,341051.0,Kyle Walker Peters,1997-04-13,173.0,Right-Back,England,right
2850.0,40611.0,Ryan Bertrand,1989-08-05,179.0,Left-Back,England,left
2851.0,170934.0,Mario Lemina,1993-09-01,184.0,Defensive Midfield,Gabon,right
2852.0,406008.0,Yan Valery,1999-02-22,180.0,Right-Back,Tunisia,right
2853.0,413032.0,Ibrahima Diallo,1999-03-08,179.0,Defensive Midfield,France U21,right
2854.0,530879.0,Kayne Ramsay,2000-10-10,179.0,Right-Back,,right
2855.0,66100.0,Oriol Romeu,1991-09-24,183.0,Defensive Midfield,Spain U23,right
2856.0,444211.0,Will Smallbone,2000-02-21,183.0,Central Midfield,Ireland,right
2857.0,130765.0,Stuart Armstrong,1992-03-30,183.0,Central Midfield,Scotland,right
2858.0,181579.0,James Ward Prowse,1994-11-01,177.0,Central Midfield,England,right
2859.0,807318.0,Ryan Finnigan,2003-09-23,,Central Midfield,, 
2860.0,507472.0,Alexandre Jankewitz,2001-12-25,185.0,Central Midfield,Switzerland U21,right
2861.0,703577.0,Kgaogelo Chauke,2003-01-08,177.0,Central Midfield,S. Africa U23,right
2862.0,504856.0,Will Ferry,2000-12-07,175.0,Left Midfield,Ireland U21,left
2863.0,610665.0,Caleb Watts,2002-01-16,,Attacking Midfield,Australia,right
2864.0,186644.0,Mohamed Elyounoussi,1994-08-04,178.0,Left Winger,Norway,right
2865.0,315185.0,Jake Hesketh,1996-03-27,168.0,Attacking Midfield,,right
2866.0,485424.0,Moussa Djenepo,1998-06-15,177.0,Left Winger,Mali,right
2867.0,129078.0,Nathan Redmond,1994-03-06,173.0,Right Winger,England,right
2868.0,165793.0,Takumi Minamino,1995-01-16,172.0,Left Winger,Japan,right
2869.0,286919.0,Josh Sims,1997-03-28,174.0,Right Winger,England U20,right
2870.0,340322.0,Nathan Tella,1999-07-05,173.0,Right Winger,,right
2871.0,33713.0,Theo Walcott,1989-03-16,175.0,Right Winger,England,both
2872.0,346779.0,Che Adams,1996-07-13,179.0,Centre-Forward,Scotland,right
2873.0,444208.0,Michael Obafemi,2000-07-06,170.0,Centre-Forward,Ireland,right
2874.0,226049.0,Freddie Woodman,1997-03-04,188.0,Goalkeeper,England U21,right
2875.0,134294.0,Danny Ings,1992-07-23,177.0,Centre-Forward,England,right
2876.0,346482.0,Dan Nlundulu,1999-02-05,185.0,Centre-Forward,England U16,right
2877.0,37304.0,Shane Long,1987-01-22,180.0,Centre-Forward,Ireland,both
2878.0,99397.0,Karl Darlow,1990-10-08,190.0,Goalkeeper,,right
2879.0,74960.0,Martin Dubravka,1989-01-15,191.0,Goalkeeper,Slovakia,right
2880.0,183318.0,Jamaal Lascelles,1993-11-11,188.0,Centre-Back,England U21,right
2881.0,532824.0,Dan Langley,2000-12-28,201.0,Goalkeeper,,left
2882.0,142389.0,Mark Gillespie,1992-03-27,191.0,Goalkeeper,,right
2883.0,85475.0,Federico Fernandez,1989-02-21,190.0,Centre-Back,Argentina,right
2884.0,135343.0,Fabian Schar,1991-12-20,186.0,Centre-Back,Switzerland,right
2885.0,98240.0,Ciaran Clark,1989-09-26,185.0,Centre-Back,Ireland,left
2886.0,346018.0,Jamal Lewis,1998-01-25,178.0,Left-Back,N. Ireland,left
2887.0,170321.0,Paul Dummett,1991-09-26,183.0,Left-Back,Wales,left
2888.0,255916.0,Deandre Yedlin,1993-07-09,173.0,Right-Back,USA,right
2889.0,184528.0,Emil Krafth,1994-08-02,184.0,Right-Back,Sweden,right
2890.0,162029.0,Javier Manquillo,1994-05-05,178.0,Right-Back,Spain U21,right
2891.0,206225.0,Isaac Hayden,1995-03-22,187.0,Defensive Midfield,England U21,right
2892.0,51540.0,Henri Saivet,1990-10-26,175.0,Attacking Midfield,Senegal,right
2893.0,256773.0,Dan Barlaser,1997-01-18,184.0,Central Midfield,England U18,right
2894.0,148262.0,Jeff Hendrick,1992-01-31,185.0,Central Midfield,Ireland,right
2895.0,346707.0,Sean Longstaff,1997-10-30,187.0,Central Midfield,,right
2896.0,92469.0,Matt Ritchie,1989-09-10,173.0,Right Midfield,Scotland,left
2897.0,340329.0,Joe Willock,1999-08-20,186.0,Central Midfield,England U21,right
2898.0,484387.0,Matty Longstaff,2000-03-21,171.0,Central Midfield,England U20,right
2899.0,71292.0,Jonjo Shelvey,1992-02-27,184.0,Central Midfield,England,right
2900.0,333241.0,Joelinton,1996-08-14,186.0,Attacking Midfield,Brazil U17,right
2901.0,146795.0,Ryan Fraser,1994-02-24,163.0,Left Winger,Scotland,right
2902.0,567576.0,Elliot Anderson,2002-11-06,179.0,Attacking Midfield,Scotland U21,right
2903.0,272642.0,Allan Saint Maximin,1997-03-12,173.0,Left Winger,France U21,right
2904.0,186997.0,Christian Atsu,1992-01-10,165.0,Left Winger,Ghana,left
2905.0,272999.0,Miguel Almiron,1994-02-10,174.0,Right Winger,Paraguay,left
2906.0,199527.0,Jacob Murphy,1995-02-24,173.0,Right Winger,England U21,right
2907.0,123682.0,Callum Wilson,1992-02-27,180.0,Centre-Forward,England,right
2908.0,196522.0,Dwight Gayle,1989-10-17,174.0,Centre-Forward,,right
2909.0,48066.0,Andy Carroll,1989-01-06,193.0,Centre-Forward,England,left
2910.0,116648.0,Marcus Bettinelli,1992-05-24,193.0,Goalkeeper,England,right
2911.0,45882.0,Fabri,1987-12-31,184.0,Goalkeeper,Spain U21, 
2912.0,120629.0,Alphonse Areola,1993-02-27,195.0,Goalkeeper,France,right
2913.0,186901.0,Marek Rodak,1996-12-13,194.0,Goalkeeper,Slovakia,right
2914.0,260827.0,Joachim Andersen,1996-05-31,192.0,Centre-Back,Denmark,right
2915.0,287431.0,Alfie Mawson,1994-01-19,189.0,Centre-Back,England,right
2916.0,258878.0,Tosin Adarabioyo,1997-09-24,196.0,Centre-Back,England U19,right
2917.0,152651.0,Terence Kongolo,1994-02-14,188.0,Centre-Back,Netherlands,left
2918.0,194460.0,Joe Bryan,1993-09-17,170.0,Left-Back,,left
2919.0,60558.0,Maxime Le Marchand,1989-10-11,185.0,Centre-Back,,left
2920.0,157490.0,Michael Hector,1992-07-19,193.0,Centre-Back,Jamaica,right
2921.0,406558.0,Steven Sessegnon,2000-05-18,175.0,Right-Back,England U21,right
2922.0,206746.0,Kenny Tete,1995-10-09,180.0,Right-Back,Netherlands,right
2923.0,349701.0,Antonee Robinson,1997-08-08,183.0,Left-Back,USA,left
2924.0,236490.0,Ola Aina,1996-10-08,184.0,Right-Back,Nigeria,right
2925.0,158623.0,Cyrus Christie,1992-09-30,188.0,Right-Back,Ireland,right
2926.0,145466.0,Tim Ream,1987-10-05,186.0,Centre-Back,USA,left
2927.0,59641.0,Denis Odoi,1988-05-27,178.0,Right-Back,Ghana,right
2928.0,36529.0,Kevin Mcdonald,1988-11-04,192.0,Defensive Midfield,Scotland,right
2929.0,170934.0,Mario Lemina,1993-09-01,184.0,Defensive Midfield,Gabon,right
2930.0,202886.0,Ruben Loftus Cheek,1996-01-23,191.0,Central Midfield,England,right
2931.0,354361.0,Frank Anguissa,1995-11-16,184.0,Central Midfield,Cameroon,right
2932.0,226973.0,Harrison Reed,1995-01-27,181.0,Central Midfield,England U20,right
2933.0,123275.0,Tom Cairney,1991-01-20,185.0,Central Midfield,Scotland,left
2934.0,62008.0,Stefan Johansen,1991-01-08,182.0,Central Midfield,Norway,left
2935.0,243589.0,Josh Onomah,1997-04-27,185.0,Central Midfield,England U21,right
2936.0,528888.0,Tyrese Francois,2000-07-16,173.0,Central Midfield,Australia,left
2937.0,186186.0,Bobby De Cordova Reid,1993-02-02,170.0,Attacking Midfield,Jamaica,right
2938.0,178614.0,Jean Michael Seri,1991-07-19,168.0,Central Midfield,Ivory Coast,right
2939.0,559263.0,Fabio Carvalho,2002-08-30,170.0,Attacking Midfield,Portugal U21,right
2940.0,149237.0,Anthony Knockaert,1991-11-20,172.0,Right Winger,France U21,left
2941.0,111422.0,Neeskens Kebano,1992-03-10,170.0,Left Winger,DR Congo,right
2942.0,502074.0,Sylvester Jasper,2001-09-13,180.0,Left Winger,Bulgaria U21,right
2943.0,149716.0,Ivan Cavaleiro,1993-10-18,175.0,Left Winger,Portugal,right
2944.0,406040.0,Ademola Lookman,1997-10-20,174.0,Second Striker,Nigeria,right
2945.0,51152.0,Aleksandar Mitrovi%C4%87,1994-09-16,189.0,Centre-Forward,Serbia,right
